,customer_age,customer_sex,customer_number_of_dependents,customer_education,customer_civil_status,customer_salary_range,customer_relationship_length,customer_available_credit_limit,credit_card_classification,total_products,period_inactive,contacts_in_last_year,credit_card_debt_balance,remaining_credit_limit,transaction_amount_ratio,total_transaction_amount,total_transaction_count,transaction_count_ratio,average_utilization,account_status,customer_available_credit_limit_below_1450,total_products_0_5,total_products_6_10,total_products_more_than_10,period_inactive_0_3,credit_card_debt_balance_0,transaction_amount_ratio_0_05,transaction_amount_ratio_05_1,transaction_amount_ratio_1_2,transaction_amount_ratio_more_than_2,total_transaction_count_0_25,total_transaction_count_26_50,total_transaction_count_51_100,total_transaction_count_more_than_100,transaction_count_ratio_0_05,transaction_count_ratio_05_1,transaction_count_ratio_1_2,transaction_count_ratio_more_than_2,average_utilization_0_02,average_utilization_02_06,average_utilization_more_than_06
8120,63.0,F,0,Uneducated,Single,below 40K,56,8.890685920281129,Blue,2,2,2,851,8.766082459148864,0.814,8.168202930236053,69,0.816,0.117,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4864,36.0,,3,Graduate,Single,40-60K,18,7.725330037917135,Blue,4,3,3,1345,6.824373670043086,0.808,8.296297112642508,73,0.49,0.594,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4133,54.0,M,2,High School,Married,80-120K,49,9.547883463598888,Blue,3,1,4,2065,9.388486557359657,0.704,7.551186867296149,49,0.633,0.147,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7475,31.0,M,1,Unknown,Married,40-60K,23,9.505022884072709,Blue,30,1,2,1562,9.381348168869865,0.537,9.481664377815145,108,0.714,0.116,open,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3174,31.0,M,0,Graduate,Divorced,80-120K,19,9.981142797101732,Blue,1,1,2,570,9.95441828120467,0.737,9.708931458073831,103,0.717,0.026,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7902,42.0,M,4,College,Single,40-60K,36,7.824845691026856,Blue,3,3,2,1488,6.921658184151129,0.56,8.232971790593437,75,0.875,0.595,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1559,44.0,M,2,Doctorate,Unknown,40-60K,36,7.271217139609844,Blue,5,3,4,0,7.271217139609844,0.602,7.649692623711514,54,0.588,0.0,closed,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6774,42.0,F,3,College,Married,below 40K,36,9.019179866515024,Blue,6,2,1,2517,8.655737000864297,1.049,8.101374671228582,64,0.73,0.305,open,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8199,29.0,F,0,Post-Graduate,Divorced,below 40K,17,7.85748078694253,Blue,3,2,4,2008,6.3578422665081,1.266,8.165932137321585,73,0.622,0.777,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2145,45.0,F,3,High School,Single,Unknown,25,7.593877844605118,Blue,4,2,1,1042,6.8501261661455,0.593,8.3670677328386,59,0.788,0.525,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1598,44.0,M,4,Unknown,Single,80-120K,26,9.374328222081633,Blue,1,2,1,2177,9.170039075202657,0.875,9.717459133810847,110,0.692,0.185,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4390,50.0,F,4,Graduate,Single,Unknown,41,7.827639546366422,Blue,5,3,3,0,7.827639546366422,0.702,7.732369222284388,41,0.367,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3276,42.0,F,4,College,Married,,34,7.43543801981455,Blue,1,3,2,0,7.43543801981455,0.453,7.628031126930335,46,0.314,0.0,closed,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2324,34.0,,2,Unknown,Single,below 40K,36,7.934155233536322,Blue,3,3,2,2160,6.447305862541213,0.825,7.7025561132685825,56,0.6,0.774,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4443,58.0,F,1,Unknown,Single,40-60K,53,8.847934753328465,Blue,3,3,1,1536,8.598588829620232,0.437,8.043020885298283,79,2.745,0.221,open,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
5759,47.0,F,4,Post-Graduate,Single,Unknown,36,8.024207485778577,Blue,6,1,0,1862,7.083387847625295,0.589,8.172729104865471,87,0.812,0.61,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
361,27.0,F,0,Graduate,Married,below 40K,17,7.621684998724611,Blue,4,2,2,1567,6.163314804034641,0.744,8.545974992841689,78,0.733,0.767,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8239,,M,1,Uneducated,Single,80-120K,51,10.187387481692449,Blue,6,3,4,2517,10.087848694627853,0.985,8.04012466444838,65,0.625,0.095,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8558,42.0,,3,High School,Single,below 40K,36,7.6708948313621175,Blue,2,3,3,0,7.6708948313621175,0.577,7.80994708647679,42,0.355,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1098,41.0,M,3,High School,Single,60-80K,33,9.13194630454817,Blue,4,1,3,0,9.13194630454817,0.658,8.436200032206706,91,0.569,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7404,39.0,M,3,Uneducated,Married,60-80K,29,7.690286020676768,Blue,4,3,4,0,7.690286020676768,0.467,7.616283561580385,40,0.333,0.0,closed,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5953,60.0,M,0,College,Married,80-120K,50,10.283258713552488,Blue,1,4,2,0,10.283258713552488,1.057,10.954011930397183,65,0.585,0.0,closed,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7949,59.0,F,1,Graduate,Married,Unknown,52,9.223552703448318,Blue,2,3,3,1417,9.072915696064511,0.383,6.97354301952014,20,0.818,0.14,open,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8862,61.0,F,2,Graduate,Single,below 40K,45,7.86403565907245,Blue,2,2,3,1441,7.057036981697891,0.704,8.484256691169973,85,3.675,0.554,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
4283,35.0,F,2,High School,Married,below 40K,30,8.422662707570003,Blue,3,3,1,1193,8.118505067587098,0.445,7.5569505720129,33,0.5,0.262,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
9140,,,1,High School,Married,40-60K,32,7.939871576361883,Blue,4,2,2,1845,6.8690144506657065,1.027,7.204892510204673,26,1.0,0.657,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5118,38.0,,1,High School,Married,below 40K,28,7.271217139609844,Blue,6,4,3,0,7.271217139609844,0.767,8.479491324232226,81,0.653,0.0,open,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5059,53.0,,3,Unknown,Married,,48,7.4127640174265625,Blue,5,1,2,0,7.4127640174265625,0.664,10.256816906223763,73,0.622,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7965,52.0,F,2,Graduate,Married,,37,7.794411205726601,Blue,1,3,3,2362,4.174387269895637,0.67,8.44741429680832,85,0.771,0.973,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8868,40.0,M,4,Doctorate,Single,Unknown,24,9.841931246837023,Blue,3,2,4,1192,9.776449319365405,0.745,8.052614818815567,62,0.824,0.063,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3447,35.0,F,2,Doctorate,Single,below 40K,30,7.271217139609844,Blue,5,1,1,0,7.271217139609844,1.126,8.295548516225763,72,0.946,0.0,open,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5297,51.0,F,3,Uneducated,Single,below 40K,36,8.228710798793687,Blue,5,3,3,2268,7.2991214627108,0.709,8.435766192720509,87,0.74,0.605,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3944,57.0,M,1,Post-Graduate,Unknown,80-120K,36,10.073820870018016,Blue,4,3,3,0,10.073820870018016,0.981,9.043458999670106,62,0.824,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1605,38.0,M,3,Graduate,Single,40-60K,20,9.257796313132479,Blue,1,3,3,1544,9.098514556793926,0.716,10.25040504701888,77,0.925,0.147,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2434,43.0,F,4,Uneducated,Single,below 40K,36,7.792348924113037,Blue,5,3,2,1014,7.249925536717988,0.688,7.798523053625206,44,0.467,0.419,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1570,41.0,M,4,Uneducated,Divorced,60-80K,36,10.427357725022913,Silver,4,2,3,0,10.427357725022913,0.791,8.247743887225516,75,0.829,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3737,,M,2,Graduate,Single,60-80K,36,7.271217139609844,Blue,6,3,2,788,6.477433794875106,0.741,8.365672383774996,65,0.585,0.548,open,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8746,53.0,M,5,Unknown,Married,80-120K,48,9.160834952072344,Blue,6,1,0,1869,8.942199454731238,0.821,7.2813856635702825,26,0.857,0.196,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7077,49.0,F,1,Graduate,Married,40-60K,38,8.609042845046117,Blue,5,2,2,0,8.609042845046117,0.784,8.125630988477065,73,0.78,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
49,53.0,M,1,Graduate,Married,80-120K,36,9.335121088873489,Blue,5,2,2,1180,9.225130457448818,0.648,7.10085190894405,33,0.571,0.104,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6270,53.0,F,2,College,Married,below 40K,44,7.29505641646263,Blue,3,3,3,0,7.29505641646263,0.92,7.950149887652018,48,0.6,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5873,39.0,M,1,Graduate,Single,120K and more,28,9.692704790920137,Blue,4,2,2,0,9.692704790920137,0.771,8.355614995760183,82,0.673,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1269,38.0,M,3,Graduate,Married,60-80K,34,8.579792333172758,Blue,6,3,3,2301,8.013674142832684,0.68,7.48605261786314,33,0.65,0.432,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4051,56.0,F,1,Post-Graduate,Married,40-60K,38,8.156223323194624,Blue,1,2,1,1465,7.61085279039525,0.653,8.471358655072438,87,1.023,0.42,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2205,46.0,M,2,High School,Married,60-80K,40,8.568836424568076,Blue,4,1,3,0,8.568836424568076,0.524,8.0959035329611,68,0.744,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4425,49.0,F,4,High School,Unknown,,43,8.305978210967302,Blue,4,3,3,0,8.305978210967302,0.601,7.708410667257367,41,0.464,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9839,50.0,M,1,Graduate,Married,120K and more,43,9.950275714034888,Blue,4,5,3,0,9.950275714034888,0.769,10.340935706497342,78,0.696,0.0,open,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4932,,M,1,High School,Single,60-80K,15,8.372629740224884,Blue,6,3,3,0,8.372629740224884,0.624,7.759614150696903,48,0.297,0.0,open,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7275,47.0,F,2,Unknown,Unknown,below 40K,36,7.460490305825338,Blue,4,2,2,0,7.460490305825338,1.124,7.85243908535751,62,0.938,0.0,open,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5568,59.0,F,0,Post-Graduate,Single,40-60K,40,7.876258882303226,Blue,5,3,3,1644,6.897704943128636,1.092,8.340456012916183,71,0.732,0.624,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4325,36.0,F,3,Graduate,Single,below 40K,31,7.98514393119862,Blue,3,2,3,2159,6.656726524178391,0.67,7.828436359157585,51,0.7,0.735,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2104,35.0,M,2,High School,Single,120K and more,36,10.217896751915566,Blue,4,2,3,1250,10.171183730899397,0.641,7.9208096792886,60,0.463,0.046,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
8942,41.0,M,3,Unknown,Married,60-80K,32,8.531293315795018,Blue,4,1,3,1043,8.301025253838453,0.667,8.119100837637486,62,0.722,0.206,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1223,47.0,,4,Uneducated,Single,40-60K,33,9.121290555142672,Blue,3,2,1,561,9.058004710672485,0.774,8.146419323098003,59,0.967,0.061,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4131,37.0,M,3,Graduate,Married,40-60K,36,8.270781013162674,Blue,36,4,1,1629,7.731492029245684,0.775,7.551186867296149,30,0.5,0.417,open,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
458,51.0,M,1,Uneducated,Married,60-80K,38,9.527411329321751,Blue,3,3,1,1375,9.421897054038473,0.878,9.604137675216665,99,0.707,0.1,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2266,47.0,,5,Graduate,Married,80-120K,36,10.449178263628198,Silver,3,3,1,760,10.426913458277857,0.407,8.231109840328154,67,0.558,0.022,open,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1923,58.0,F,4,Uneducated,Married,below 40K,47,7.945201132412759,Blue,3,3,3,2173,6.47543271670409,1.456,7.1049654482698426,23,2.286,0.77,open,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
7353,31.0,F,0,College,Married,Unknown,24,10.449178263628198,Silver,2,3,1,2032,10.3885029394023,0.82,9.58493381641726,104,0.705,0.059,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8703,45.0,F,3,Uneducated,Married,below 40K,35,7.917536353943631,Blue,3,3,3,2463,5.641907070938114,0.643,7.81035268372429,39,0.345,0.897,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3109,38.0,F,2,Graduate,Single,Unknown,24,7.7025561132685825,Blue,3,2,3,570,7.404887575616125,0.688,7.633369649679584,45,0.25,0.257,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2345,40.0,F,3,Uneducated,Single,below 40K,27,7.618251097876695,Blue,5,4,2,0,7.618251097876695,0.779,8.320448113956559,82,0.783,0.0,open,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6296,61.0,M,0,Uneducated,Married,80-120K,48,8.587092318795905,Blue,2,1,0,1274,8.31581113188354,1.015,7.53689712956617,41,0.783,0.238,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5576,50.0,F,4,Unknown,Married,below 40K,36,7.786136437783072,Blue,2,4,3,1102,7.173958319756794,0.736,8.421342865759403,71,0.775,0.458,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7811,48.0,F,3,College,Single,,30,7.9603236291488395,Blue,4,1,1,1523,7.201916317531627,0.605,8.435766192720509,79,0.756,0.532,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1703,36.0,M,1,Unknown,Married,below 40K,26,8.146998697389993,Blue,5,2,2,2517,6.841615476477592,0.585,8.386172928977834,68,0.789,0.729,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9430,52.0,M,2,Uneducated,Single,80-120K,34,10.212037860792206,Blue,2,2,3,0,10.212037860792206,0.795,9.492808877375076,120,0.667,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2470,44.0,M,1,College,Single,60-80K,35,10.09872533459663,Blue,3,3,3,1932,10.015922981865916,1.312,7.201170883281678,24,1.182,0.079,open,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1702,40.0,,3,Graduate,Married,below 40K,36,8.93353229607628,Blue,6,1,3,1942,8.637639344492104,0.823,8.502282578680484,85,0.635,0.256,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8445,41.0,F,3,Graduate,Single,below 40K,28,8.957768009971161,Blue,6,1,2,1669,8.715880102296456,0.797,6.957497370876951,22,0.833,0.215,open,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3555,65.0,F,0,High School,Single,40-60K,53,7.790696031174738,Blue,24,1,3,2205,5.3612921657094255,0.84,8.273336598504486,74,0.51,0.912,open,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4069,40.0,F,4,College,Married,40-60K,24,7.8655717576847906,Blue,5,3,2,1818,6.669498089857879,0.703,7.6004023345004,50,1.174,0.698,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
6405,55.0,,3,Unknown,Married,40-60K,47,7.564757012905729,Blue,5,2,0,1540,5.963579343618446,1.142,7.763871287820222,50,0.786,0.798,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2261,50.0,M,4,High School,Single,120K and more,41,8.851090687664982,Blue,4,3,3,0,8.851090687664982,1.018,8.482601746646619,50,0.724,0.0,closed,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4494,41.0,M,4,High School,Single,120K and more,28,10.449178263628198,Blue,5,1,4,0,10.449178263628198,0.791,8.295049140435111,86,0.755,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2716,53.0,F,1,Graduate,Single,below 40K,48,7.7706452341291765,Blue,6,6,3,1166,7.093404625868766,0.562,7.679713639966372,45,0.607,0.492,closed,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9807,37.0,F,4,Graduate,Married,below 40K,31,7.471932078245122,Blue,5,2,3,1180,6.359573868672378,0.744,7.607381425639791,41,0.367,0.671,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4466,62.0,M,1,Graduate,Married,60-80K,44,9.604070223865927,Blue,5,2,2,962,9.536978699538377,0.76,7.55171221535131,49,0.531,0.065,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1694,,M,1,High School,Married,60-80K,46,8.339978571990427,Blue,3,2,4,1147,8.019941687677365,1.042,7.151485463904735,25,1.083,0.274,open,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
6796,43.0,F,4,Unknown,Married,below 40K,24,7.425953657077541,Blue,6,2,3,951,6.590301048196686,0.706,7.820840879907344,43,0.593,0.566,closed,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5985,42.0,F,2,Unknown,Single,40-60K,34,7.830425617820331,Blue,18,3,3,0,7.830425617820331,0.53,7.721791776817535,51,0.545,0.0,closed,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6417,33.0,M,3,Graduate,Single,60-80K,27,9.819399172153842,Blue,6,2,3,1725,5.762051382780177,0.686,8.558718938244736,79,0.646,0.844,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
600,57.0,M,1,Uneducated,Married,120K and more,36,10.108263446492153,Blue,6,2,3,1735,10.034954315278434,0.664,7.421177528595393,45,0.5,0.071,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9426,46.0,M,4,Graduate,Single,60-80K,39,9.281823473598047,Blue,6,2,3,755,9.208939391060555,1.166,7.15305163493748,22,1.444,0.07,open,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
2409,52.0,F,3,High School,Married,below 40K,40,8.348301054933943,Blue,4,4,1,2235,7.59488438721652,0.863,8.207674424355282,62,1.138,0.529,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
356,36.0,M,2,Doctorate,Single,40-60K,31,9.355133116877724,Blue,3,3,2,0,9.355133116877724,0.545,7.705262474866325,53,0.828,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6106,40.0,M,3,Unknown,Single,40-60K,28,8.178358165605836,Blue,4,1,1,1707,7.526178913346146,0.506,7.301147805856032,42,0.312,0.479,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9513,39.0,F,2,Graduate,Single,40-60K,28,8.866863661202087,Blue,3,1,1,2517,8.428580533059634,0.745,9.54230245311951,120,0.846,0.355,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
9130,36.0,F,2,Graduate,Single,below 40K,36,7.62608275807238,Blue,6,4,0,1154,6.799055862058796,0.605,8.271804031154709,79,0.717,0.563,open,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4891,58.0,,3,Graduate,Married,120K and more,52,9.794453631511994,Blue,5,2,5,1578,9.702350081484532,0.593,7.60339933974067,48,0.778,0.088,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6825,53.0,,1,College,Single,40-60K,47,8.795582216956426,Blue,5,3,2,1479,8.542080906924017,0.739,7.6093665379542115,47,0.679,0.224,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1481,,M,3,Graduate,Divorced,60-80K,37,8.098946748943339,Blue,4,1,1,1607,7.428927194802272,1.26,7.592870287844818,38,0.652,0.488,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7524,37.0,F,3,Graduate,Unknown,Unknown,22,8.643649615368796,Blue,2,3,2,0,8.643649615368796,0.906,6.999422467507961,29,0.526,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1935,52.0,M,3,Graduate,Married,80-120K,42,9.75857738074032,Blue,5,2,4,1339,9.678028823264478,0.631,7.074116816197362,30,1.0,0.077,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7036,41.0,F,3,Doctorate,Single,below 40K,31,7.460490305825338,Blue,4,2,1,0,7.460490305825338,0.654,10.293500556085371,68,0.889,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8005,33.0,M,3,Graduate,Married,60-80K,15,10.06044856538989,Blue,5,1,3,0,10.06044856538989,1.051,9.143773127704069,74,0.85,0.0,closed,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3427,46.0,M,1,Graduate,Divorced,120K and more,30,7.60887062919126,Blue,6,2,2,797,7.105786129481271,1.108,8.235360643753348,62,0.879,0.395,open,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3380,49.0,M,1,Graduate,Unknown,40-60K,41,9.914971360477415,Silver,6,1,3,977,9.865474110337912,0.893,7.102499355774649,36,0.714,0.048,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2463,36.0,M,1,Graduate,Single,120K and more,20,10.449178263628198,Blue,3,2,2,0,10.449178263628198,0.531,9.841718526138497,59,0.788,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7760,45.0,M,4,College,Unknown,120K and more,40,9.389490237604502,Blue,3,2,2,1025,9.299906815335225,0.694,7.553286605600419,52,0.926,0.086,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5143,52.0,M,2,Uneducated,Single,,36,10.003468624899442,Blue,3,1,4,1515,9.932463660772646,0.506,7.340186835320115,29,0.318,0.069,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7601,33.0,F,2,Graduate,Single,below 40K,17,7.796057974316123,Blue,4,3,4,1846,6.371611847231857,0.612,8.372629740224884,74,0.644,0.759,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5841,,F,0,Graduate,Married,below 40K,20,7.271217139609844,Blue,5,1,1,0,7.271217139609844,0.689,8.388677769180811,86,0.755,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1596,44.0,F,4,Uneducated,Divorced,below 40K,38,8.879333174786028,Blue,6,4,1,1774,8.5956346177228,0.583,8.364973978438726,67,0.718,0.247,open,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4036,55.0,F,1,College,Married,Unknown,36,9.778037701818713,Blue,6,3,2,1846,9.66751202240654,0.72,7.672292455628756,54,0.862,0.105,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3118,63.0,M,1,High School,Married,60-80K,56,8.88405606174246,Blue,3,2,4,2321,8.49596955496461,0.491,7.458186157340487,38,0.583,0.322,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
38,50.0,,2,Unknown,Single,120K and more,38,7.660585461703256,Blue,4,4,2,995,7.028201432058005,0.626,8.415381925269553,78,0.625,0.469,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
9213,37.0,F,2,Graduate,Married,40-60K,29,7.842671474979457,Blue,2,2,6,1965,6.366470447731438,0.535,7.67786350067821,46,0.353,0.771,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4837,50.0,F,3,Doctorate,Single,40-60K,42,8.22764270790443,Blue,4,3,3,881,7.959275960116396,0.77,8.438366410870266,71,4.105,0.235,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2996,32.0,F,0,College,Single,below 40K,24,7.978310969867722,Blue,3,3,4,2517,5.991464547107982,0.833,7.81237820598861,60,0.875,0.863,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6661,61.0,F,1,College,Single,below 40K,55,9.021960500598263,Blue,2,3,2,1444,8.830396801098097,0.698,8.929700114313448,104,0.529,0.174,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5191,41.0,F,4,Unknown,Single,40-60K,31,7.662937850461535,Blue,5,1,2,1383,6.61338421837956,0.679,8.286017468404763,81,0.761,0.65,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
